TYPE,CUSTOMER_DEPARTMENT,MAIN_CUSTOMER,COMPLEXITY,PRODUCT,ROUNDS,MACHINE,PROD_STE,NECK,STITCH,YARN,ORDER
APR,Monoprix Exploitation Boys,Monoprix Exploitation,B,Pullover,3,AUTO,FKL,Crew Neck,Tuck,LAMBSWOOL_BLENDS,N
APR,Monoprix Exploitation Boys,Monoprix Exploitation,B,Pullover,4,AUTO,ANS,Crew Neck,Tuck,LAMBSWOOL_BLENDS,Y
CNT,Mr Blue Gents,Mr Blue,B,Pullover,1,AUTO,FKL,High Crew Neck,Jersey,COTTON_BLENDS,Y
CNT,Mr Blue Gents,Mr Blue,B,Not Applicable,2,AUTO,FKL,Not Applicable,Jersey,COTTON_BLENDS,N
CNT,Mr Blue Gents,Mr Blue,B,Not Applicable,3,AUTO,FKL,Not Applicable,Jersey,COTTON_BLENDS,N
CNT,Next Retail Limited Gents,Next Retail Limited,C1,Pullover,1,AUTO,FKL,Crew Neck,Jacquard,LAMBSWOOL,N
APR,Decenio-Mediterrano Gents,Decenio-Mediterrano,B,Pullover,1,AUTO,ANS,V-Neck,Jersey,LAMBSWOOL_BLENDS,Y
APR,Decenio-Mediterrano Gents,Decenio-Mediterrano,C1,Pullover,1,AUTO,ANS,High Crew Neck,Jersey,LAMBSWOOL_BLENDS,Y
CNT,Monoprix Exploitation Boys,Monoprix Exploitation,B,Pullover,1,AUTO,FKL,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,N
CNT,Monoprix Exploitation Boys,Monoprix Exploitation,B,Pullover,2,AUTO,FKL,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,N
APR,Devred SAS Gents,Devred SAS,C1,Pullover,1,HF,AJX,V-Neck,Jersey,COTTON,N
CNT,Monoprix Exploitation Boys,Monoprix Exploitation,B,Pullover,1,AUTO,FKL,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,N
CNT,Monoprix Exploitation Boys,Monoprix Exploitation,B,Pullover,2,AUTO,FKL,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,N
APR,Monoprix Exploitation Boys,Monoprix Exploitation,B,Pullover,3,AUTO,ANS,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,N
APR,Monoprix Exploitation Boys,Monoprix Exploitation,B,Pullover,4,AUTO,FKL,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,Y
CNT,Next Retail Limited Gents,Next Retail Limited,C1,Pullover,1,AUTO,FKL,Crew Neck,Jacquard,LAMBSWOOL,N
CNT,Next Retail Limited Gents,Next Retail Limited,C1,Pullover,2,AUTO,ANS,Crew Neck,Jacquard,LAMBSWOOL,N
APR,Next Retail Limited Gents,Next Retail Limited,B,Pullover,3,AUTO,ANS,Crew Neck,Jacquard,LAMBSWOOL,Y
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Cardigan,1,AUTO,ANS,Not Applicable,Jersey,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,Crew Neck,Rib,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,VISCOSE_BLENDS,N
CNT,Massimo Dutti Kids,Massimo Dutti,C1,Cardigan,1,AUTO,FKL,Hood,Knit/purl,LAMBSWOOL,N
CNT,Sandro Ladies,Arif,C1,Pullover,1,INTA,ANS,StandUp,Double bed,MERINO_BLENDS,N
APR,Sandro Ladies,Arif,C1,Pullover,2,INTA,ANS,StandUp,Double bed,MERINO_BLENDS,N
APR,Sandro Ladies,Arif,C1,Pullover,3,INTA,ANS,StandUp,Double bed,MERINO_BLENDS,N
APR,Sandro Ladies,Arif,C1,Pullover,4,INTA,ANS,StandUp,Double bed,MERINO_BLENDS,Y
CNT,Massimo Dutti Kids,Massimo Dutti,C1,Cardigan,1,AUTO,FKL,Hood,Cable/Aran,LAMBSWOOL,N
CNT,Lion Of Porches  Gents,Lion Of Porches,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,COTTON,N
CNT,Lion Of Porches  Gents,Lion Of Porches,B,Pullover,2,AUTO,ANS,Crew Neck,Jersey,COTTON,N
CNT,Lion Of Porches  Gents,Lion Of Porches,B,Pullover,1,AUTO,FKL,V-Neck,Jersey,COTTON,N
CNT,Lion Of Porches  Gents,Lion Of Porches,B,Pullover,2,AUTO,ANS,V-Neck,Jersey,COTTON,N
APR,Lion Of Porches  Gents,Lion Of Porches,B,Pullover,3,AUTO,ANS,V-Neck,Jersey,COTTON,Y
CNT,Lion Of Porches  Gents,Lion Of Porches,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,COTTON,N
CNT,Lion Of Porches  Gents,Lion Of Porches,B,Pullover,2,AUTO,ANS,Crew Neck,Jersey,COTTON,N
APR,Lion Of Porches  Gents,Lion Of Porches,B,Pullover,3,AUTO,FKL,Crew Neck,Knit/purl,COTTON,Y
CNT,Devred SAS Gents,Devred SAS,B,Pullover,1,HF,AJX,V-Neck,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,2,HF,AJX,V-Neck,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,3,HF,AJX,V-Neck,Jersey,COTTON,N
CNT,Massimo Dutti Kids,Massimo Dutti,C1,Pullover,1,AUTO,FKL,Crew Neck,Cable/Aran,LAMBSWOOL_BLENDS,N
APR,Massimo Dutti Kids,Massimo Dutti,C1,Pullover,2,AUTO,FKL,Crew Neck,Cable/Aran,LAMBSWOOL_BLENDS,N
APR,Massimo Dutti Kids,Massimo Dutti,C1,Pullover,3,AUTO,FKL,Crew Neck,Cable/Aran,LAMBSWOOL_BLENDS,N
APR,Massimo Dutti Kids,Massimo Dutti,C2,Pullover,4,AUTO,FKL,Crew Neck,Cable/Aran,LAMBSWOOL_BLENDS,Y
APR,Massimo Dutti Kids,Massimo Dutti,B,Pullover,5,AUTO,FKL,Crew Neck,Cable/Aran,LAMBSWOOL_BLENDS,N
APR,Massimo Dutti Kids,Massimo Dutti,B,Pullover,6,AUTO,FKL,Crew Neck,Cable/Aran,LAMBSWOOL_BLENDS,N
CNT,Massimo Dutti Kids,Massimo Dutti,B,Pullover,1,AUTO,FKL,Crew Neck,Jacquard,LAMBSWOOL,N
CNT,Massimo Dutti Kids,Massimo Dutti,C1,Pullover,1,AUTO,FKL,Crew Neck,Jacquard,MERINO_BLENDS,N
CNT,Massimo Dutti Kids,Massimo Dutti,C1,Pullover,1,AUTO,FKL,Crew Neck,Knit/purl,LAMBSWOOL,N
CNT,Massimo Dutti Kids,Massimo Dutti,C1,Pullover,2,AUTO,FKL,Crew Neck,Knit/purl,LAMBSWOOL,N
CNT,Decenio-Mediterrano Gents,Decenio-Mediterrano,C1,Pullover,1,AUTO,FKL,Polo Collar,Knit/purl,COTTON,N
CNT,Woolworths (Pty) Ltd Studio Gents,Woolworths (Pty) Ltd,C1,Cardigan,1,AUTO,FKL,High Crew Neck,Jersey,COTTON,N
CNT,Woolworths (Pty) Ltd Studio Gents,Woolworths (Pty) Ltd,B,Cardigan,2,HF,FKL,High Crew Neck,Jersey,COTTON,N
CNT,Woolworths (Pty) Ltd Studio Gents,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,COTTON,N
CNT,Woolworths (Pty) Ltd Studio Gents,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,COTTON,N
CNT,Bonobo Gents,Bonobo Planet,C2,Pullover,1,HF,FKL,Hood,Jersey,LAMBSWOOL_BLENDS,N
CNT,Bonobo Gents,Bonobo Planet,C2,Pullover,2,HF,FKL,Hood,Jersey,LAMBSWOOL_BLENDS,N
APR,Bonobo Gents,Bonobo Planet,C1,Pullover,3,HF,US1,Hood,Jersey,LAMBSWOOL_BLENDS,N
APR,Bonobo Gents,Bonobo Planet,C1,Pullover,4,HF,US1,Hood,Jersey,LAMBSWOOL_BLENDS,Y
CNT,Woolworths (Pty) Ltd Studio Gents,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,FKL,Crew Neck,Intarsia,COTTON_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,FKL,Crew Neck,Cable/Aran,LAMBSWOOL_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,2,AUTO,FKL,Crew Neck,Stripes,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,3,AUTO,FKL,Crew Neck,Stripes,COTTON,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,4,AUTO,FKL,Crew Neck,Stripes,COTTON,Y
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,FKL,Crew Neck,Cable/Aran,COTTON,N
CNT,Marketing Trip Gents - South-1,Marketing Trip,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,WOOL_BLENDS,N
CNT,Country Road Clothing PTY Ltd Gents,Country Road Clothing PTY Ltd,B,Pullover,1,AUTO,FKL,V-Neck,Jersey,MERINO,N
CNT,Country Road Clothing PTY Ltd Gents,Country Road Clothing PTY Ltd,B,Pullover,2,AUTO,FKL,V-Neck,Jersey,MERINO,N
CNT,Country Road Clothing PTY Ltd Gents,Country Road Clothing PTY Ltd,B,Pullover,3,AUTO,FKL,V-Neck,Jersey,MERINO,N
CNT,Country Road Clothing PTY Ltd Gents,Country Road Clothing PTY Ltd,B,Pullover,4,AUTO,FKL,V-Neck,Jersey,MERINO,N
CNT,Country Road Clothing PTY Ltd Gents,Country Road Clothing PTY Ltd,B,Pullover,5,AUTO,FKL,V-Neck,Jersey,MERINO,N
CNT,Country Road Clothing PTY Ltd Gents,Country Road Clothing PTY Ltd,B,Pullover,6,AUTO,FKL,V-Neck,Jersey,MERINO,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Cardigan,1,AUTO,ANS,V-Neck,Jersey,VISCOSE_BLENDS,Y
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,HF,US1,Crew Neck,Stripes,VISCOSE_BLENDS,Y
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,1,AUTO,ANS,High Crew Neck,Cable/Aran,VISCOSE_BLENDS,Y
CNT,Thomas Dean - Gents,Thomas Dean,B,Pullover,1,HF,FKL,V-Neck,Jersey,CASHMERE,N
CNT,Sandro Gents,Sandro,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,CASHMERE,N
CNT,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,Crew Neck,Knit/purl,ACRYLIC,N
CNT,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,C1,Pullover,1,AUTO,FKL,Crew Neck,Stripes,COTTON,N
CNT,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,C1,Pullover,1,AUTO,FKL,Crew Neck,Stripes,COTTON,N
CNT,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,FKL,Crew Neck,Tuck,COTTON,N
CNT,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,2,AUTO,FKL,Crew Neck,Tuck,COTTON,N
APR,El Corte Ingles - Gents,El Corte Inglés,B,Pullover,1,AUTO,ANS,Turtle Neck,Jersey,LAMBSWOOL,N
APR,El Corte Ingles - Gents,El Corte Inglés,C1,Cardigan,1,AUTO,FKL,High Crew Neck,Cable/Aran,ACRYLIC_BLENDS,N
APR,El Corte Ingles - Gents,El Corte Inglés,C1,Cardigan,2,AUTO,FKL,High Crew Neck,Cable/Aran,ACRYLIC_BLENDS,N
APR,Mr Blue Gents,Mr Blue,C1,Pullover,1,AUTO,FKL,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
APR,Mr Blue Gents,Mr Blue,C1,Pullover,2,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL_BLENDS,Y
CNT,Massimo Dutti,Massimo Dutti,B,Pullover,1,AUTO,FKL,High Crew Neck,Cable/Aran,WOOL_BLENDS,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,COTTON_BLENDS,N
APR,Hackett London Menswear Company Gents,Hackett London Menswear Company,C1,Pullover,1,HF,FKL,V-Neck,Jersey,LAMBSWOOL,Y
CNT,Hackett London Menswear Company Gents,Hackett London Menswear Company,C1,Pullover,2,HF,FKL,V-Neck,Jersey,LAMBSWOOL,N
CNT,Decenio-Mediterrano Gents,Decenio-Mediterrano,B,Pullover,1,AUTO,FKL,V-Neck,Jersey,COTTON,N
CNT,Decenio-Mediterrano Gents,Decenio-Mediterrano,B,Pullover,1,AUTO,FKL,Crew Neck,Tuck,COTTON,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,HF,FKL,Crew Neck,Tuck,COTTON_BLENDS,N
CNT,Marketing Trip Gents - South-1,Marketing Trip,B,Pullover,1,AUTO,FKL,Crew Neck,Knit/purl,COTTON,N
CNT,Bonobo Gents,Bonobo Planet,B,Pullover,1,HF,FKL,Crew Neck,Tuck,COTTON_BLENDS,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,COTTON,N
CNT,Markham Gents,Markham,B,Pullover,1,HF,FKL,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Markham Gents,Markham,B,Pullover,2,HF,FKL,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Markham Gents,Markham,B,Pullover,3,HF,FKL,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,David Jones (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,High Crew Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,HF,FKL,Crew Neck,Stripes,LAMBSWOOL_BLENDS,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,2,HF,US1,Crew Neck,Stripes,LAMBSWOOL_BLENDS,Y
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,3,HF,US1,Crew Neck,Stripes,LAMBSWOOL_BLENDS,N
APR,Hackett London Menswear Company Gents,Hackett London Menswear Company,C1,Pullover,1,HF,FKL,Crew Neck,Jersey,LAMBSWOOL,Y
CNT,David Jones (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Not Applicable,1,AUTO,ANS,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Bonobo Gents,Bonobo Planet,B,Pullover,1,HF,AJX,Crew Neck,Tuck,COTTON_BLENDS,N
CNT,David Jones (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Not Applicable,1,AUTO,ANS,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,David Jones (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,High Crew Neck,Jersey,COTTON_BLENDS,N
CNT,David Jones (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,2,AUTO,ANS,High Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Markham Gents,Markham,B,Pullover,1,HF,FKL,V-Neck,Jersey,COTTON_BLENDS,N
CNT,Markham Gents,Markham,B,Pullover,2,HF,FKL,V-Neck,Jersey,COTTON_BLENDS,N
CNT,Markham Gents,Markham,B,Pullover,3,HF,FKL,V-Neck,Jersey,COTTON_BLENDS,N
CNT,Markham Gents,Markham,B,Pullover,4,HF,FKL,V-Neck,Jersey,COTTON_BLENDS,N
CNT,Markham Gents,Markham,B,Pullover,5,HF,FKL,V-Neck,Jersey,COTTON_BLENDS,N
CNT,Markham Gents,Markham,B,Pullover,6,HF,FKL,V-Neck,Jersey,COTTON_BLENDS,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Bonobo Gents,Bonobo Planet,B,Pullover,1,AUTO,FKL,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,N
CNT,Celio Paris Gents,Celio International SA,C1,Pullover,1,HF,FKL,Tunisian collar,Jersey,COTTON_BLENDS,N
CNT,Mr Blue Gents,Mr Blue,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,LAMBSWOOL_BLENDS,Y
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,HF,FKL,High Crew Neck,Stripes,ACRYLIC_BLENDS,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,2,HF,US1,High Crew Neck,Stripes,ACRYLIC_BLENDS,Y
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,3,HF,US1,High Crew Neck,Stripes,ACRYLIC_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C2,Pullover,1,AUTO,FKL,High Crew Neck,Tuck,COTTON_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C2,Swatch,1,AUTO,FKL,Not Applicable,Double bed,COTTON,N
CNT,Bonobo Gents,Bonobo Planet,B,Pullover,1,AUTO,FKL,V-Neck,Jersey,COTTON_BLENDS,N
CNT,Bonobo Gents,Bonobo Planet,B,Pullover,2,AUTO,FKL,V-Neck,Jersey,COTTON_BLENDS,Y
APR,Hackett London Menswear Company Gents,Hackett London Menswear Company,C1,Pullover,1,HF,FKL,High Crew Neck,Jersey,LAMBSWOOL_BLENDS,Y
CNT,Cape Union Mart Poetry Ladies,Cape Union Mart,B,Pullover,1,AUTO,ANS,Crew Neck,Knit/purl,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Cardigan,1,AUTO,FKL,High Crew Neck,Tuck,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Cardigan,2,AUTO,FKL,High Crew Neck,Tuck,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C2,Cardigan,3,AUTO,FKL,High Crew Neck,Tuck,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C2,Cardigan,4,AUTO,FKL,High Crew Neck,Tuck,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C2,Cardigan,5,AUTO,FKL,High Crew Neck,Tuck,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,1,AUTO,AJX,Crew Neck,Stripes,COTTON,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,2,AUTO,AJX,Crew Neck,Stripes,COTTON,N
CNT,Mr Blue Gents,Mr Blue,C1,Pullover,1,AUTO,FKL,High Crew Neck,Cable/Aran,LAMBSWOOL_BLENDS,N
CNT,Mr Blue Gents,Mr Blue,C1,Pullover,2,AUTO,FKL,High Crew Neck,Jersey,LAMBSWOOL_BLENDS,Y
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,1,AUTO,AJX,Crew Neck,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,2,AUTO,AJX,Crew Neck,Jersey,COTTON,N
CNT,Mr Blue Gents,Mr Blue,B,Pullover,1,AUTO,FKL,Crew Neck,Knit/purl,LAMBSWOOL_BLENDS,N
CNT,Mr Blue Gents,Mr Blue,B,Pullover,2,AUTO,FKL,Crew Neck,Cable/Aran,LAMBSWOOL_BLENDS,Y
CNT,Devred SAS Gents,Devred SAS,B,Pullover,1,AUTO,AJX,Crew Neck,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,2,AUTO,AJX,Crew Neck,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C2,Pullover,1,AUTO,FKL,Snood,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C2,Pullover,2,AUTO,FKL,Snood,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,3,AUTO,AJX,Snood,Jersey,COTTON,N
CNT,Mr Blue Gents,Mr Blue,B,Pullover,1,AUTO,ANS,V-Neck,Jersey,COTTON,Y
CNT,Devred SAS Gents,Devred SAS,C2,Pullover,1,AUTO,FKL,Snood,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C2,Pullover,2,AUTO,FKL,Snood,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,3,AUTO,AJX,Snood,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,4,AUTO,AJX,Not Applicable,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,5,AUTO,AJX,Snood,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,6,AUTO,AJX,Snood,Jersey,COTTON,Y
CNT,Mr Blue Gents,Mr Blue,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,COTTON,Y
CNT,Mr Blue Gents,Mr Blue,B,Pullover,2,AUTO,ANS,Crew Neck,Jersey,COTTON,N
CNT,Mr Blue Gents,Mr Blue,B,Pullover,3,AUTO,ANS,Crew Neck,Jersey,COTTON,N
CNT,Mr Blue Gents,Mr Blue,B,Pullover,1,AUTO,ANS,V-Neck,Jersey,COTTON,Y
CNT,Mr Blue Gents,Mr Blue,B,Pullover,2,AUTO,ANS,V-Neck,Jersey,COTTON,N
CNT,Pringle SA - Gents,Pringle,B,Pullover,1,INTA,ANS,V-Neck,Intarsia,LAMBSWOOL,N
CNT,Cape Union Mart Poetry Ladies,Cape Union Mart,B,Pullover,1,HF,US1,Crew Neck,Jersey,COTTON,N
CNT,Cape Union Mart Poetry Ladies,Cape Union Mart,B,Swatch,2,HF,US1,Swatch,Jersey,COTTON,N
CNT,Mr Blue Gents,Mr Blue,B,Pullover,1,AUTO,FKL,StandUp,Cable/Aran,LAMBSWOOL_BLENDS,N
APR,Mr Blue Gents,Mr Blue,C1,Pullover,2,AUTO,FKL,High Crew Neck,Cable/Aran,LAMBSWOOL_BLENDS,Y
CNT,Mr Blue Gents,Mr Blue,B,Pullover,1,AUTO,FKL,V-Neck,Jersey,LAMBSWOOL_BLENDS,N
CNT,Mr Blue Gents,Mr Blue,B,Pullover,2,AUTO,FKL,V-Neck,Jersey,LAMBSWOOL_BLENDS,Y
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,AJX,High Crew Neck,Stripes,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,2,AUTO,AJX,High Crew Neck,Stripes,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C2,Pullover,3,AUTO,AJX,High Crew Neck,Double bed,COTTON,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,4,AUTO,AJX,High Crew Neck,Stripes,COTTON,Y
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,AJX,Crew Neck,Double bed,COTTON_BLENDS,Y
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,2,AUTO,AJX,Crew Neck,Double bed,COTTON_BLENDS,Y
APR,Woolworths (Pty) Ltd Studio Gents,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,Crew Neck,Knit/purl,COTTON,Y
CNT,Marketing Trip Gents - North-1,Marketing Trip,C1,Pullover,1,AUTO,FKL,Crew Neck,Jersey,COTTON,N
CNT,Mr Blue Gents,Mr Blue,B,Pullover,1,AUTO,FKL,High Crew Neck,Jersey,LAMBSWOOL_BLENDS,Y
CNT,Mr Blue Gents,Mr Blue,B,Not Applicable,2,AUTO,FKL,Not Applicable,Jersey,LAMBSWOOL_BLENDS,N
CNT,Verweij Fashion BV Gents,Verweij,C1,Pullover,1,HF,US1,High Crew Neck,Jersey,LAMBSWOOL,Y
CNT,Sportscraft Gents,Sportscraft,B,Pullover,1,AUTO,FKL,V-Neck,Jersey,MERINO,N
CNT,Sportscraft Gents,Sportscraft,B,Pullover,2,AUTO,FKL,V-Neck,Jersey,MERINO,N
CNT,Sportscraft Gents,Sportscraft,C1,Pullover,1,AUTO,FKL,High Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
APR,Lion Of Porches  Gents,Lion Of Porches,C1,Pullover,1,AUTO,ANS,High Crew Neck,Jersey,LAMBSWOOL_BLENDS,Y
APR,Lion Of Porches  Gents,Lion Of Porches,B,Pullover,1,AUTO,FKL,V-Neck,Jersey,LAMBSWOOL_BLENDS,Y
APR,Lion Of Porches  Gents,Lion Of Porches,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL_BLENDS,Y
CNT,Verweij Fashion BV Gents,Verweij,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,MERINO_BLENDS,N
APR,Verweij Fashion BV Gents,Verweij,B,Pullover,2,AUTO,FKL,Crew Neck,Jersey,MERINO_BLENDS,Y
CNT,Verweij Fashion BV Gents,Verweij,B,Pullover,1,AUTO,FKL,V-Neck,Jersey,MERINO_BLENDS,N
APR,Verweij Fashion BV Gents,Verweij,B,Pullover,2,AUTO,FKL,V-Neck,Jersey,MERINO_BLENDS,Y
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,HF,FKL,Crew Neck,Jersey,COTTON,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,HF,FKL,Crew Neck,Jersey,ACRYLIC,Y
CNT,H&M Gents,H&M,B,Pullover,1,HF,AJX,Crew Neck,Jersey,COTTON,Y
CNT,Woolworths (Pty) Ltd Re Ladies,Woolworths (Pty) Ltd,B,Not Applicable,1,AUTO,ANS,Not Applicable,Jersey,ACRYLIC_BLENDS,N
CNT,Pringle SA - Gents,Pringle,B,Pullover,1,INTA,ANS,Crew Neck,Intarsia,MERINO_BLENDS,N
CNT,Pringle SA - Gents,Pringle,B,Pullover,1,AUTO,ANS,V-Neck,Jacquard,MERINO_BLENDS,N
CNT,Pringle SA - Gents,Pringle,B,Pullover,1,AUTO,ANS,Crew Neck,Jacquard,MERINO_BLENDS,N
CNT,Pringle SA - Gents,Pringle,B,Pullover,1,AUTO,ANS,Crew Neck,Jacquard,MERINO_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,1,AUTO,FKL,Crew Neck,Double bed,COTTON_BLENDS,N
CNT,Woolworths (Pty) Ltd Studio Ladies,Woolworths (Pty) Ltd,C1,Cardigan,1,AUTO,ANS,V-Neck,Knit/purl,COTTON_BLENDS,N
CNT,Bonobo Gents,Bonobo Planet,B,Pullover,1,AUTO,FKL,Crew Neck,Tuck,COTTON,N
CNT,Bonobo Gents,Bonobo Planet,B,Pullover,1,AUTO,FKL,Crew Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Bonobo Gents,Bonobo Planet,B,Pullover,2,AUTO,FKL,Crew Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Bonobo Gents,Bonobo Planet,B,Pullover,3,AUTO,FKL,Crew Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Bonobo Gents,Bonobo Planet,B,Pullover,4,AUTO,FKL,Crew Neck,Tuck,ACRYLIC_BLENDS,N
